candidate_id,indicator_id,geography_id,bps_code,canonical_name,year,value,unit,claim_type,methodology_regime,source_var_id,source_vervar_id,source_reference_period,raw_snapshot_path,raw_snapshot_sha256
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1308,1308,Lima Puluh Kota,2022,71.33,percent,observed,susenas_sdgs_adequate_drinking_water,352,1308,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1309,1309,Pasaman,2022,75.77,percent,observed,susenas_sdgs_adequate_drinking_water,352,1309,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1310,1310,Solok Selatan,2022,77.46,percent,observed,susenas_sdgs_adequate_drinking_water,352,1310,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1311,1311,Dharmasraya,2022,69.61,percent,observed,susenas_sdgs_adequate_drinking_water,352,1311,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1312,1312,Pasaman Barat,2022,77.76,percent,observed,susenas_sdgs_adequate_drinking_water,352,1312,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1371,1371,Padang,2022,97.93,percent,observed,susenas_sdgs_adequate_drinking_water,352,1371,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1372,1372,Solok,2022,97.17,percent,observed,susenas_sdgs_adequate_drinking_water,352,1372,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1373,1373,Sawahlunto,2022,92.75,percent,observed,susenas_sdgs_adequate_drinking_water,352,1373,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1374,1374,Padang Panjang,2022,98.09,percent,observed,susenas_sdgs_adequate_drinking_water,352,1374,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1375,1375,Bukittinggi,2022,98.56,percent,observed,susenas_sdgs_adequate_drinking_water,352,1375,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1376,1376,Payakumbuh,2022,98.83,percent,observed,susenas_sdgs_adequate_drinking_water,352,1376,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1377,1377,Pariaman,2022,95.46,percent,observed,susenas_sdgs_adequate_drinking_water,352,1377,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1301,1301,Kepulauan Mentawai,2023,68.34,percent,observed,susenas_sdgs_adequate_drinking_water,352,1301,2023,data/processed/bps/m28_stage2b_full_history/var-352/2023.json,a0158af4ca462ff7912af5bc72e8034e3edc8e9393b62fd02740d86422d0965d
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1302,1302,Pesisir Selatan,2023,86.8,percent,observed,susenas_sdgs_adequate_drinking_water,352,1302,2023,data/processed/bps/m28_stage2b_full_history/var-352/2023.json,a0158af4ca462ff7912af5bc72e8034e3edc8e9393b62fd02740d86422d0965d
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1303,1303,Solok,2023,82.36,percent,observed,susenas_sdgs_adequate_drinking_water,352,1303,2023,data/processed/bps/m28_stage2b_full_history/var-352/2023.json,a0158af4ca462ff7912af5bc72e8034e3edc8e9393b62fd02740d86422d0965d
