geography_id,geography_name,year,event_time,real_grdp_constant_2000_million_rupiah,log_real_grdp,price_basis,unit,source_block,source_table,source_pdf_page,revision_status,source_internal_consistency_status
idn.13.1376,Kota Payakumbuh,2009,0,819396.5,13.616323372667674,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,overlap_reconciled_growth_crosscheck_not_applied
idn.13.1376,Kota Payakumbuh,2010,1,871661.87,13.678156863929841,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1376,Kota Payakumbuh,2011,2,930856.29,13.743860183442079,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1376,Kota Payakumbuh,2012,3,994371.12,13.809865776118116,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,revised,postperiod_level_growth_crosscheck_passed
idn.13.1376,Kota Payakumbuh,2013,4,1061214.88,13.87492492300946,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,preliminary,postperiod_level_growth_crosscheck_passed
idn.13.1377,Kota Pariaman,2005,-4,561912.44,13.239101316025893,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1377,Kota Pariaman,2006,-3,589877.48,13.287670133300418,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1377,Kota Pariaman,2007,-2,621504.32,13.339898140833926,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1377,Kota Pariaman,2008,-1,656273.02,13.394332170367987,constant_2000,million_rupiah,preperiod_table22,22,97,revised,preperiod_level_source_qualified
idn.13.1377,Kota Pariaman,2009,0,685597.67,13.438046247776851,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,overlap_reconciled_growth_crosscheck_not_applied
idn.13.1377,Kota Pariaman,2010,1,721656.53,13.489304584462593,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1377,Kota Pariaman,2011,2,764821.01,13.547397111576311,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1377,Kota Pariaman,2012,3,810844.44,13.605831502122099,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,revised,postperiod_level_growth_crosscheck_passed
idn.13.1377,Kota Pariaman,2013,4,859889.69,13.664559392560857,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,preliminary,postperiod_level_growth_crosscheck_passed
