target_id,outer_holdout_geography_id,model_variant,selected_penalty,parameter_type,parameter_id,coefficient
real_grdp_growth,idn.13.1375,primary,100,standardized_continuous_feature,agriculture_share_grdp,0.00827831469811
real_grdp_growth,idn.13.1375,primary,100,standardized_continuous_feature,labor_force_participation,0.0723117571108
real_grdp_growth,idn.13.1375,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0186173593797
real_grdp_growth,idn.13.1375,primary,100,standardized_continuous_feature,mean_years_schooling,0.12005743653
real_grdp_growth,idn.13.1375,primary,100,standardized_continuous_feature,rice_yield,0.0242245317434
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2020,-6.80283871342
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2021,-1.69741266972
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2022,-0.568810392187
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2023,-0.481534143202
real_grdp_growth,idn.13.1375,primary,100,target_year_effect,2024,-0.862419108639
real_grdp_growth,idn.13.1376,primary,100,intercept,intercept_base_2019,4.97720555475
real_grdp_growth,idn.13.1376,primary,100,standardized_continuous_feature,agriculture_share_grdp,0.00738161821008
real_grdp_growth,idn.13.1376,primary,100,standardized_continuous_feature,labor_force_participation,0.0708556183692
real_grdp_growth,idn.13.1376,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0182621132481
real_grdp_growth,idn.13.1376,primary,100,standardized_continuous_feature,mean_years_schooling,0.119177519895
real_grdp_growth,idn.13.1376,primary,100,standardized_continuous_feature,rice_yield,0.0310601840382
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2020,-6.80380408428
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2021,-1.69325862464
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2022,-0.554897088435
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2023,-0.470182243165
real_grdp_growth,idn.13.1376,primary,100,target_year_effect,2024,-0.858869065753
real_grdp_growth,idn.13.1377,primary,100,intercept,intercept_base_2019,5.01176197095
real_grdp_growth,idn.13.1377,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.000199696066032
real_grdp_growth,idn.13.1377,primary,100,standardized_continuous_feature,labor_force_participation,0.0757698874772
real_grdp_growth,idn.13.1377,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0207897238285
real_grdp_growth,idn.13.1377,primary,100,standardized_continuous_feature,mean_years_schooling,0.117346826425
real_grdp_growth,idn.13.1377,primary,100,standardized_continuous_feature,rice_yield,0.0300586013357
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2020,-6.85179846232
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2021,-1.7263198613
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2022,-0.595442247759
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2023,-0.509794032208
real_grdp_growth,idn.13.1377,primary,100,target_year_effect,2024,-0.891661666572
